rank,region,members,n_strains,axes,n_axes,n_universal_members,diversity_mean,effect_mean,culturability_mean,composite
17804,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Intestinimonas_butyriciproducens; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,1,0.124,0.166,0.79,0.4975
17805,西欧,Bacteroides_dorei; Butyrivibrio_crossotus; Victivallis_vadensis; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,2,0.107,0.199,0.762,0.4975
17806,西欧,Alistipes_indistinctus; Alistipes_putredinis; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate,2,2,0.151,0.168,0.78,0.4974
17807,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii,4,propionate+mucin,2,1,0.108,0.228,0.937,0.4974
17808,西欧,Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.143,0.188,0.83,0.4974
17809,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_dorei; Alistipes_putredinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,0,0.146,0.194,0.86,0.4974
17810,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Alistipes_indistinctus; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.142,0.192,0.84,0.4974
17811,西欧,Bifidobacterium_animalis; Alistipes_putredinis; Butyrivibrio_crossotus; Eubacterium_siraeum; Turicibacter_sanguinis,5,propionate+butyrate,2,3,0.167,0.26,0.81,0.4974
17812,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Bacteroides_salyersiae; Eubacterium_eligens; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.161,0.212,0.87,0.4974
17813,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,2,0.153,0.238,0.83,0.4974
17814,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Bacteroides_intestinalis; Bacteroides_salyersiae; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.138,0.206,0.89,0.4973
17815,西欧,Bifidobacterium_animalis; Alistipes_indistinctus; Eubacterium_eligens; Butyrivibrio_crossotus; Eubacterium_siraeum,5,propionate+butyrate,2,3,0.171,0.281,0.85,0.4973
17816,西欧,Bacteroides_intestinalis; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,2,0.106,0.17,0.78,0.4973
17817,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_dorei; Eubacterium_siraeum,4,propionate+mucin,2,1,0.153,0.249,0.925,0.4973
17818,西欧,Bifidobacterium_longum; Odoribacter_splanchnicus; Alistipes_indistinctus; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate,2,1,0.166,0.156,0.79,0.4973
17819,西欧,Bacteroides_salyersiae; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,3,0.111,0.134,0.78,0.4973
17820,西欧,Bifidobacterium_longum; Alistipes_indistinctus; Parabacteroides_goldsteinii; Ruminococcus_lactaris,4,propionate+mucin,2,2,0.13,0.195,0.825,0.4973
17821,西欧,Barnesiella_intestinihominis; Alistipes_indistinctus; Turicibacter_sanguinis; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.178,0.152,0.71,0.4972
17822,西欧,Bifidobacterium_animalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Turicibacter_sanguinis,4,propionate+butyrate+mucin,3,3,0.1,0.224,0.838,0.4972
17823,西欧,Bifidobacterium_animalis; Odoribacter_splanchnicus; Eubacterium_siraeum; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,2,0.192,0.218,0.78,0.4972
17824,西欧,Bifidobacterium_animalis; Odoribacter_splanchnicus; Butyrivibrio_crossotus; Victivallis_vadensis,4,propionate+butyrate,2,2,0.167,0.203,0.8,0.4972
17825,西欧,Bifidobacterium_longum; Bacteroides_dorei; Bacteroides_intestinalis; Eubacterium_eligens; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.15,0.208,0.87,0.4972
17826,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Bacteroides_salyersiae; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,3,0.087,0.202,0.86,0.4972
17827,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_cellulosilyticus; Eubacterium_siraeum; Ruminococcus_lactaris,5,propionate+mucin,2,1,0.161,0.27,0.87,0.4972
17828,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Alistipes_putredinis; Ruminococcus_lactaris,4,propionate+mucin,2,0,0.178,0.221,0.838,0.4971
17829,西欧,Alistipes_putredinis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Victivallis_vadensis,4,propionate+butyrate,2,2,0.208,0.175,0.713,0.4971
17830,西欧,Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,2,0.137,0.179,0.73,0.4971
17831,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Odoribacter_splanchnicus; Eubacterium_eligens; Butyrivibrio_crossotus,5,propionate+butyrate,2,1,0.177,0.239,0.87,0.4971
17832,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Bacteroides_salyersiae; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.127,0.203,0.89,0.497
17833,西欧,Bacteroides_intestinalis; Eubacterium_eligens; Butyrivibrio_crossotus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,3,0.123,0.219,0.78,0.497
17834,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Odoribacter_splanchnicus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.157,0.151,0.8,0.497
17835,西欧,Alistipes_putredinis; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+butyrate,2,2,0.16,0.193,0.79,0.497
17836,西欧,Bacteroides_dorei; Bacteroides_intestinalis; Butyrivibrio_crossotus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,3,0.101,0.213,0.8,0.4969
17837,西欧,Bacteroides_cellulosilyticus; Eubacterium_eligens; Eubacterium_siraeum; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.188,0.237,0.79,0.4969
17838,西欧,Bifidobacterium_animalis; Alistipes_indistinctus; Butyrivibrio_crossotus; Eubacterium_siraeum,4,propionate+butyrate,2,3,0.14,0.274,0.85,0.4969
17839,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,2,0.095,0.149,0.84,0.4969
17840,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,0,0.108,0.18,0.825,0.4969
17841,西欧,Bifidobacterium_animalis; Odoribacter_splanchnicus; Alistipes_indistinctus; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.16,0.172,0.77,0.4969
17842,西欧,Parabacteroides_goldsteinii; Butyrivibrio_crossotus; Eubacterium_siraeum; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,4,0.123,0.248,0.77,0.4969
17843,西欧,Bifidobacterium_longum; Bacteroides_dorei; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,1,0.087,0.218,0.838,0.4969
17844,西欧,Alistipes_indistinctus; Parabacteroides_goldsteinii; Eubacterium_eligens; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.165,0.212,0.77,0.4968
17845,西欧,Alistipes_putredinis; Intestinimonas_butyriciproducens; Eubacterium_eligens; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+butyrate,2,1,0.202,0.181,0.74,0.4968
17846,西欧,Bifidobacterium_longum; Bacteroides_intestinalis; Alistipes_indistinctus; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+mucin,2,4,0.155,0.175,0.8,0.4968
17847,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Parabacteroides_goldsteinii; Akkermansia_muciniphila,4,propionate+mucin,2,2,0.115,0.212,0.95,0.4968
17848,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Barnesiella_intestinihominis; Parabacteroides_goldsteinii; Ruminococcus_lactaris,5,propionate+mucin,2,1,0.155,0.201,0.85,0.4968
17849,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Eubacterium_eligens; Eubacterium_siraeum; Turicibacter_sanguinis,5,propionate+mucin,2,2,0.184,0.255,0.85,0.4968
17850,西欧,Bifidobacterium_longum; Barnesiella_intestinihominis; Alistipes_indistinctus; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.162,0.168,0.77,0.4967
17851,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Eubacterium_siraeum; Ruminococcus_lactaris; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.166,0.257,0.88,0.4967
17852,西欧,Bacteroides_dorei; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,3,propionate+butyrate+mucin,3,1,0.078,0.229,0.8,0.4967
17853,西欧,Bacteroides_salyersiae; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,2,0.091,0.14,0.812,0.4967
17854,西欧,Bifidobacterium_animalis; Alistipes_putredinis; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus,5,propionate+butyrate,2,2,0.136,0.227,0.84,0.4967
17855,西欧,Bacteroides_intestinalis; Ruminococcus_lactaris; Victivallis_vadensis,3,propionate+mucin,2,2,0.172,0.19,0.75,0.4967
17856,西欧,Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Victivallis_vadensis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+butyrate+mucin,3,3,0.142,0.165,0.74,0.4966
17857,西欧,Bifidobacterium_animalis; Bacteroides_salyersiae; Parabacteroides_goldsteinii; Eubacterium_siraeum; Ruminococcus_lactaris,5,propionate+mucin,2,3,0.137,0.22,0.86,0.4966
17858,西欧,Bacteroides_intestinalis; Ruminococcus_lactaris; Victivallis_vadensis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.15,0.188,0.78,0.4966
17859,西欧,Alistipes_indistinctus; Parabacteroides_goldsteinii; Butyrivibrio_crossotus; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,3,0.091,0.202,0.76,0.4966
17860,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,1,0.121,0.194,0.79,0.4966
17861,西欧,Alistipes_indistinctus; Alistipes_putredinis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Turicibacter_sanguinis,5,propionate+butyrate,2,3,0.177,0.231,0.76,0.4966
17862,西欧,Bacteroides_salyersiae; Parabacteroides_goldsteinii; Eubacterium_eligens; Eubacterium_siraeum; Turicibacter_sanguinis,5,propionate+mucin,2,4,0.17,0.224,0.84,0.4966
17863,西欧,Bifidobacterium_longum; Alistipes_putredinis; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,4,propionate+butyrate,2,1,0.188,0.195,0.787,0.4965
17864,西欧,Barnesiella_intestinihominis; Ruminococcus_lactaris; Fretibacterium_fastidiosum,3,propionate+mucin,2,0,0.185,0.178,0.7,0.4965
17865,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_salyersiae; Butyrivibrio_crossotus; Ruminococcus_lactaris,5,propionate+butyrate+mucin,3,2,0.113,0.233,0.86,0.4965
17866,西欧,Bacteroides_intestinalis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,3,0.131,0.233,0.76,0.4965
17867,西欧,Bacteroides_salyersiae; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+butyrate+mucin,3,4,0.136,0.197,0.76,0.4965
17868,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Alistipes_putredinis; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.147,0.189,0.8,0.4965
17869,西欧,Bacteroides_salyersiae; Alistipes_putredinis; Parabacteroides_goldsteinii; Turicibacter_sanguinis; Fretibacterium_fastidiosum,5,propionate+mucin,2,3,0.134,0.157,0.79,0.4964
17870,西欧,Eubacterium_eligens; Eubacterium_siraeum; Victivallis_vadensis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.193,0.224,0.8,0.4964
17871,西欧,Bacteroides_cellulosilyticus; Eubacterium_siraeum; Victivallis_vadensis; Fretibacterium_fastidiosum,4,propionate+mucin,2,2,0.16,0.22,0.775,0.4964
17872,西欧,Bifidobacterium_animalis; Bacteroides_salyersiae; Eubacterium_eligens; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.179,0.208,0.81,0.4964
17873,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Eubacterium_eligens; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.172,0.253,0.85,0.4964
17874,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Bacteroides_salyersiae; Ruminococcus_lactaris; Victivallis_vadensis,5,propionate+mucin,2,2,0.157,0.201,0.83,0.4963
17875,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Eubacterium_siraeum; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,2,0.163,0.265,0.81,0.4963
17876,西欧,Alistipes_indistinctus; Intestinimonas_butyriciproducens; Victivallis_vadensis,3,propionate+butyrate,2,2,0.186,0.166,0.733,0.4963
17877,西欧,Bifidobacterium_longum; Bacteroides_dorei; Ruminococcus_lactaris; Victivallis_vadensis,4,propionate+mucin,2,1,0.166,0.203,0.8,0.4963
17878,西欧,Bifidobacterium_longum; Alistipes_putredinis; Intestinimonas_butyriciproducens; Eubacterium_eligens; Fretibacterium_fastidiosum,5,propionate+butyrate,2,0,0.186,0.197,0.8,0.4963
17879,西欧,Bacteroides_cellulosilyticus; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum,4,propionate+butyrate+mucin,3,1,0.124,0.197,0.75,0.4963
17880,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Turicibacter_sanguinis,4,propionate+mucin,2,2,0.11,0.222,0.862,0.4963
17881,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Victivallis_vadensis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.14,0.168,0.84,0.4963
17882,西欧,Bifidobacterium_animalis; Bifidobacterium_longum; Bacteroides_cellulosilyticus; Bacteroides_intestinalis; Victivallis_vadensis,5,propionate+mucin,2,2,0.148,0.219,0.89,0.4962
17883,西欧,Bifidobacterium_longum; Bacteroides_intestinalis; Ruminococcus_lactaris; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.134,0.204,0.84,0.4962
17884,西欧,Bacteroides_dorei; Parabacteroides_goldsteinii; Eubacterium_siraeum; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,3,0.151,0.231,0.8,0.4962
17885,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Eubacterium_siraeum; Turicibacter_sanguinis,4,propionate+mucin,2,2,0.155,0.243,0.85,0.4962
17886,西欧,Alistipes_putredinis; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Eubacterium_siraeum; Turicibacter_sanguinis,5,propionate+butyrate,2,3,0.185,0.256,0.77,0.4962
17887,西欧,Bifidobacterium_animalis; Odoribacter_splanchnicus; Eubacterium_eligens; Butyrivibrio_crossotus; Turicibacter_sanguinis,5,propionate+butyrate,2,2,0.179,0.234,0.81,0.4962
17888,西欧,Bifidobacterium_longum; Intestinimonas_butyriciproducens; Turicibacter_sanguinis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+butyrate+mucin,3,2,0.126,0.181,0.8,0.4961
17889,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Parabacteroides_goldsteinii; Eubacterium_eligens; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.124,0.219,0.86,0.4961
17890,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Victivallis_vadensis,3,propionate+mucin,2,2,0.154,0.156,0.85,0.4961
17891,西欧,Bifidobacterium_longum; Bacteroides_salyersiae; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Turicibacter_sanguinis,5,propionate+butyrate+mucin,3,3,0.12,0.213,0.82,0.4961
17892,西欧,Alistipes_indistinctus; Intestinimonas_butyriciproducens; Eubacterium_eligens; Butyrivibrio_crossotus; Eubacterium_siraeum,5,propionate+butyrate,2,3,0.19,0.277,0.81,0.4961
17893,西欧,Bacteroides_salyersiae; Odoribacter_splanchnicus; Ruminococcus_lactaris; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.176,0.146,0.74,0.496
17894,西欧,Bifidobacterium_animalis; Bacteroides_intestinalis; Bacteroides_salyersiae; Ruminococcus_lactaris,4,propionate+mucin,2,2,0.139,0.21,0.875,0.496
17895,西欧,Bacteroides_dorei; Eubacterium_eligens; Ruminococcus_lactaris; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+mucin,2,2,0.194,0.219,0.75,0.496
17896,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Bacteroides_dorei; Parabacteroides_goldsteinii; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.102,0.212,0.88,0.496
17897,西欧,Bifidobacterium_animalis; Alistipes_putredinis; Ruminococcus_lactaris; Turicibacter_sanguinis,4,propionate+mucin,2,1,0.18,0.215,0.762,0.496
17898,西欧,Bacteroides_salyersiae; Parabacteroides_goldsteinii; Eubacterium_siraeum; Turicibacter_sanguinis,4,propionate+mucin,2,4,0.139,0.203,0.838,0.496
17899,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Alistipes_indistinctus; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+mucin,2,1,0.131,0.219,0.8,0.496
17900,西欧,Bacteroides_intestinalis; Bacteroides_salyersiae; Intestinimonas_butyriciproducens; Butyrivibrio_crossotus; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,3,0.105,0.198,0.82,0.496
17901,西欧,Bifidobacterium_longum; Eubacterium_eligens; Eubacterium_siraeum; Fretibacterium_fastidiosum; Akkermansia_muciniphila,5,propionate+mucin,2,2,0.177,0.239,0.86,0.496
17902,西欧,Alistipes_putredinis; Eubacterium_eligens; Butyrivibrio_crossotus; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+butyrate,2,2,0.188,0.26,0.79,0.4959
17903,西欧,Barnesiella_intestinihominis; Parabacteroides_goldsteinii; Victivallis_vadensis; Fretibacterium_fastidiosum,4,propionate+mucin,2,2,0.153,0.134,0.75,0.4959
17904,西欧,Bifidobacterium_longum; Bacteroides_intestinalis; Ruminococcus_lactaris,3,propionate+mucin,2,1,0.145,0.216,0.85,0.4959
17905,西欧,Bacteroides_dorei; Alistipes_indistinctus; Parabacteroides_goldsteinii; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.119,0.185,0.79,0.4959
17906,西欧,Bifidobacterium_animalis; Barnesiella_intestinihominis; Parabacteroides_goldsteinii; Ruminococcus_lactaris; Turicibacter_sanguinis,5,propionate+mucin,2,2,0.157,0.196,0.79,0.4959
17907,西欧,Odoribacter_splanchnicus; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Turicibacter_sanguinis,4,propionate+butyrate,2,2,0.169,0.158,0.775,0.4959
17908,西欧,Barnesiella_intestinihominis; Eubacterium_siraeum; Ruminococcus_lactaris; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.197,0.195,0.72,0.4959
17909,西欧,Bifidobacterium_animalis; Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Eubacterium_siraeum; Fretibacterium_fastidiosum,5,propionate+mucin,2,2,0.137,0.231,0.87,0.4958
17910,西欧,Bifidobacterium_longum; Bacteroides_cellulosilyticus; Eubacterium_siraeum; Fretibacterium_fastidiosum,4,propionate+mucin,2,1,0.14,0.24,0.85,0.4958
17911,西欧,Bifidobacterium_animalis; Eubacterium_siraeum; Ruminococcus_lactaris; Turicibacter_sanguinis; Akkermansia_muciniphila,5,propionate+mucin,2,3,0.168,0.252,0.82,0.4958
17912,西欧,Bacteroides_cellulosilyticus; Bacteroides_salyersiae; Ruminococcus_lactaris; Turicibacter_sanguinis; Victivallis_vadensis,5,propionate+mucin,2,3,0.17,0.215,0.77,0.4958
17913,西欧,Bacteroides_salyersiae; Eubacterium_eligens; Turicibacter_sanguinis; Victivallis_vadensis,4,propionate+mucin,2,3,0.192,0.188,0.775,0.4958
17914,西欧,Odoribacter_splanchnicus; Parabacteroides_goldsteinii; Intestinimonas_butyriciproducens; Eubacterium_eligens; Fretibacterium_fastidiosum,5,propionate+butyrate,2,1,0.171,0.167,0.79,0.4958
17915,西欧,Bifidobacterium_animalis; Bacteroides_dorei; Alistipes_indistinctus; Fretibacterium_fastidiosum,4,propionate+mucin,2,1,0.116,0.185,0.838,0.4958
17916,西欧,Bifidobacterium_animalis; Alistipes_putredinis; Eubacterium_eligens; Ruminococcus_lactaris; Fretibacterium_fastidiosum,5,propionate+mucin,2,0,0.18,0.213,0.78,0.4958
17917,西欧,Bacteroides_dorei; Butyrivibrio_crossotus; Ruminococcus_lactaris; Victivallis_vadensis; Fretibacterium_fastidiosum,5,propionate+butyrate+mucin,3,2,0.12,0.208,0.74,0.4958
17918,西欧,Eubacterium_siraeum; Victivallis_vadensis; Fretibacterium_fastidiosum; Akkermansia_muciniphila,4,propionate+mucin,2,3,0.167,0.203,0.787,0.4958
