"evidence_id","source_database","source_accession","doi","pmid","title","year","evidence_type","priority","relevance_score","study_tag","intervention_type_hint","taxa_hint","outcome_hint","needs_manual_review","source_url","queue_rank","queue_reason"
"PMID:33718754","PubMed","33718754","10.1093/cdn/nzab006","33718754","Ingesting Yogurt Containing Lactobacillus plantarum OLL2712 Reduces Abdominal Fat Accumulation and Chronic Inflammation in Overweight Adults in a Randomized Placebo-Controlled Trial.","2021","literature","high","2","randomized_controlled_trial","","Lactobacillus","weight","true","https://pubmed.ncbi.nlm.nih.gov/33718754/","18","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Lactobacillus; outcomes=weight"
"PMID:34229263","PubMed","34229263","10.1016/j.clnu.2021.06.002","34229263","Supplementation with Bifidobacterium breve BR03 and B632 strains improved insulin sensitivity in children and adolescents with obesity in a cross-over, randomized double-blind placebo-controlled trial.","2021","literature","high","2","randomized_controlled_trial","","Bifidobacterium","glucose","true","https://pubmed.ncbi.nlm.nih.gov/34229263/","19","priority=high; relevance=2; study_tag=randomized_controlled_trial; taxa=Bifidobacterium; outcomes=glucose"
"PMID:31987116","PubMed","31987116","10.1016/j.clnesp.2019.10.001","31987116","Effect of a low energy diet, containing a high protein, probiotic condensed yogurt, on biochemical and anthropometric measurements among women with overweight/obesity: A randomised controlled trial.","2020","literature","high","2","randomized_controlled_trial","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/31987116/","20","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"PMID:30967436","PubMed","30967436","10.2337/dc18-2591","30967436","Efficacy of Fish Oil and/or Probiotic Intervention on the Incidence of Gestational Diabetes Mellitus in an At-Risk Group of Overweight and Obese Women: A Randomized, Placebo-Controlled, Double-Blind Clinical Trial.","2019","literature","high","2","randomized_controlled_trial","probiotic","","weight","true","https://pubmed.ncbi.nlm.nih.gov/30967436/","21","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=weight"
"NCT:NCT04293731","ClinicalTrials.gov","NCT04293731","","","Smectite Gel and Probiotic for Obesity and Insulin Resistance","2018","clinical_trial","high","2","clinical_trial_registry","probiotic","","glucose","true","https://clinicaltrials.gov/study/NCT04293731","22","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=glucose"
"NCT:NCT02962583","ClinicalTrials.gov","NCT02962583","","","The Addition of Probiotic Consumption to a Nutritional Intervention and Caloric Restriction on Body Weight and Composition in Overweight Participants","2017","clinical_trial","high","2","clinical_trial_registry","probiotic","","weight","true","https://clinicaltrials.gov/study/NCT02962583","23","priority=high; relevance=2; study_tag=clinical_trial_registry; outcomes=weight"
"PMID:26134388","PubMed","26134388","10.1017/S0007114515001786","26134388","Dietary modulation of the gut microbiota--a randomised controlled trial in obese postmenopausal women.","2015","literature","high","2","randomized_controlled_trial","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/26134388/","24","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=microbiome"
"PMID:24120179","PubMed","24120179","10.1186/1475-2891-12-138","24120179","Hypocaloric diet supplemented with probiotic cheese improves body mass index and blood pressure indices of obese hypertensive patients--a randomized double-blind placebo-controlled pilot study.","2013","literature","high","2","randomized_controlled_trial","probiotic","","BMI","true","https://pubmed.ncbi.nlm.nih.gov/24120179/","25","priority=high; relevance=2; study_tag=randomized_controlled_trial; outcomes=BMI"
"EUROPEPMC:41657363","PubMed","41657363","10.1080/20002297.2026.2624894","41657363","Subgingival microbiome and adjunctive use of probiotics in the treatment of periodontitis in patients with diabetes: a secondary analysis of a randomized clinical trial.","2026","literature","high","1","randomized_controlled_trial","probiotic","","microbiome","true","https://europepmc.org/article/MED/41657363","26","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=microbiome"
"EUROPEPMC:41978077","PubMed","41978077","10.3390/nu18071025","41978077","Modulation of Glucose Homeostasis, Metabolic Endotoxemia and Circulating Short-Chain Fatty Acids Following Multi-Species Probiotic Supplementation: Findings from a 12-Week Randomised Placebo-Controlled Trial.","2026","literature","high","1","randomized_controlled_trial","probiotic","","glucose","true","https://europepmc.org/article/MED/41978077","27","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"EUROPEPMC:39857760","PubMed","39857760","10.3390/biomedicines13010177","39857760","The Effect of Prebiotics, Alone or as Part of Synbiotics, on Cardiometabolic Parameters in Women with Polycystic Ovary Syndrome: A Systematic Review and Meta-Analysis of Randomized Controlled Trials.","2025","literature","high","1","meta_analysis_or_systematic_review","prebiotic;synbiotic","","glucose","true","https://europepmc.org/article/MED/39857760","28","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"NCT:NCT06765057","ClinicalTrials.gov","NCT06765057","","","Effect of Probiotics ""Psychobiotics"" on Depression and Metabolic Syndrome in Saudi Arabia","2025","clinical_trial","high","1","clinical_trial_registry","probiotic","","glucose","true","https://clinicaltrials.gov/study/NCT06765057","29","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"EUROPEPMC:39385189","PubMed","39385189","10.1186/s12888-024-06061-y","39385189","Effects of synbiotic supplementation on the components of metabolic syndrome in patients with schizophrenia: a randomized, double-blind, placebo-controlled trial.","2024","literature","high","1","randomized_controlled_trial","synbiotic","","glucose","true","https://europepmc.org/article/MED/39385189","30","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"NCT:NCT07371325","ClinicalTrials.gov","NCT07371325","","","Efficacy of Pediococcus Acidilactici as add-on to Antipsychotic Drugs on Metabolic Syndrome Disturbances in First-episode Psychosis and Schizophrenia Spectrum Disorders.","2024","clinical_trial","high","1","clinical_trial_registry","","","glucose","true","https://clinicaltrials.gov/study/NCT07371325","31","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"PMID:38732635","PubMed","38732635","10.3390/nu16091389","38732635","Metabolic Status Influences Probiotic Efficacy for Depression-PRO-DEMET Randomized Clinical Trial Results.","2024","literature","high","1","randomized_controlled_trial","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/38732635/","32","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:39313030","PubMed","39313030","10.1016/j.ajcnut.2024.09.019","39313030","The effects of chicory inulin-type fructans supplementation on weight management outcomes: systematic review, meta-analysis, and meta-regression of randomized controlled trials.","2024","literature","high","1","meta_analysis_or_systematic_review","","","weight","true","https://pubmed.ncbi.nlm.nih.gov/39313030/","33","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=weight"
"PMID:39599701","PubMed","39599701","10.3390/nu16223916","39599701","Effectiveness of Probiotics, Prebiotics, and Synbiotics in Managing Insulin Resistance and Hormonal Imbalance in Women with Polycystic Ovary Syndrome (PCOS): A Systematic Review of Randomized Clinical Trials.","2024","literature","high","1","meta_analysis_or_systematic_review","probiotic;prebiotic;synbiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/39599701/","34","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"EUROPEPMC:38260154","PubMed","38260154","10.3389/fendo.2023.1282699","38260154","Effect of supplementation with probiotics or synbiotics on cardiovascular risk factors in patients with metabolic syndrome: a systematic review and meta-analysis of randomized clinical trials.","2023","literature","high","1","meta_analysis_or_systematic_review","probiotic;synbiotic","","glucose","true","https://europepmc.org/article/MED/38260154","35","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=glucose"
"NCT:NCT06032988","ClinicalTrials.gov","NCT06032988","","","Effect of Probiotic Supplements on Metabolic Control of People With Type 2 Diabetes Mellitus in Greece","2023","clinical_trial","high","1","clinical_trial_registry","probiotic","","glucose","true","https://clinicaltrials.gov/study/NCT06032988","36","priority=high; relevance=1; study_tag=clinical_trial_registry; outcomes=glucose"
"PMID:37880791","PubMed","37880791","10.1186/s13063-023-07691-5","37880791","The effects of intermittent fasting diet alone or in combination with probiotic supplementation in comparison with calorie-restricted diet on metabolic and hormonal profile in patients with polycystic ovary syndrome: study protocol for a randomized clinical trial.","2023","literature","high","1","randomized_controlled_trial","probiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/37880791/","37","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"NCT:NCT05364814","ClinicalTrials.gov","NCT05364814","","","Use of Probiotic Yogurt in Obese Women","2022","clinical_trial","high","1","clinical_trial_registry","probiotic","","","true","https://clinicaltrials.gov/study/NCT05364814","38","priority=high; relevance=1; study_tag=clinical_trial_registry"
"PMID:32759229","PubMed","32759229","10.1136/bmjmilitary-2020-001459","32759229","Effects of synbiotic supplementation on the components of metabolic syndrome in military personnel: a double-blind randomised controlled trial.","2022","literature","high","1","randomized_controlled_trial","synbiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/32759229/","39","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"PMID:33054635","PubMed","33054635","10.1080/1028415X.2020.1826763","33054635","The combined effects of probiotics and restricted calorie diet on the anthropometric indices, eating behavior, and hormone levels of obese women with food addiction: a randomized clinical trial.","2022","literature","high","1","randomized_controlled_trial","probiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/33054635/","40","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:35332040","PubMed","35332040","10.1136/bmjopen-2021-055214","35332040","A randomised controlled trial of a probiotic and a prebiotic examining metabolic and mental health outcomes in adults with pre-diabetes.","2022","literature","high","1","randomized_controlled_trial","probiotic;prebiotic","","glucose","true","https://pubmed.ncbi.nlm.nih.gov/35332040/","41","priority=high; relevance=1; study_tag=randomized_controlled_trial; outcomes=glucose"
"NCT:NCT04767789","ClinicalTrials.gov","NCT04767789","","","Clinical Trial to Evaluate the Efficacy and Safety of the Probiotic Strains Limosilactocillus Reuteri DSM 32910 and Lacticaseibacillus Paracasei DSM 32851 on Glucose Homeostatis in Prediabetic Adults","2021","clinical_trial","high","1","clinical_trial_registry","probiotic","Lacticaseibacillus","glucose","true","https://clinicaltrials.gov/study/NCT04767789","42","priority=high; relevance=1; study_tag=clinical_trial_registry; taxa=Lacticaseibacillus; outcomes=glucose"
"PMID:32140184","PubMed","32140184","10.1007/s13167-020-00198-y","32140184","Effect of probiotics on obesity-related markers per enterotype: a double-blind, placebo-controlled, randomized clinical trial.","2020","literature","high","1","randomized_controlled_trial","probiotic","","","true","https://pubmed.ncbi.nlm.nih.gov/32140184/","43","priority=high; relevance=1; study_tag=randomized_controlled_trial"
"PMID:33113929","PubMed","33113929","10.3390/nu12113239","33113929","The Role of Dietary Fibre in Modulating Gut Microbiota Dysbiosis in Patients with Type 2 Diabetes: A Systematic Review and Meta-Analysis of Randomised Controlled Trials.","2020","literature","high","1","meta_analysis_or_systematic_review","","","microbiome","true","https://pubmed.ncbi.nlm.nih.gov/33113929/","44","priority=high; relevance=1; study_tag=meta_analysis_or_systematic_review; outcomes=microbiome"
